Date,Name,Amount,Analysis_Status,Exclusion_Reason,Category,Source,Type,Status
03/12/2025,APPLE CASH BALANCE ADD,-90.0,Included (True Spend),,Tech & Subs,Personal,General Authorization,Completed
03/12/2025,APPLE CASH BALANCE ADD,-50.0,Included (True Spend),,Tech & Subs,Personal,General PayPal Debit Card Transaction,Completed
03/12/2025,APPLE CASH BALANCE ADD,-50.0,Included (True Spend),,Tech & Subs,Personal,General Authorization,Completed
03/12/2025,APPLE CASH BALANCE ADD,-220.0,Included (True Spend),,Tech & Subs,Personal,General PayPal Debit Card Transaction,Completed
03/12/2025,365 MARKET K 888 432-3,-7.68,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/12/2025,PayPal,90.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/12/2025,PayPal,220.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/12/2025,,103.2,Excluded,Money In / Refund,Excluded,Business/Main,General Card Deposit,Completed
03/12/2025,PayPal,100.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/12/2025,Aizihaer Tuerxuntuoheti,100.0,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
03/12/2025,PayPal,-7.68,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/12/2025,PayPal,50.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/12/2025,,10.59,Excluded,Non-Finalized (Status: Denied),Excluded,Business/Main,General Card Deposit,Denied
03/12/2025,Aizihaer Tuerxuntuoheti,10.0,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
03/12/2025,,20.88,Excluded,Non-Finalized (Status: Denied),Excluded,Business/Main,General Card Deposit,Denied
03/11/2025,PayPal,-90.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/11/2025,THE BEST OF NEW YORK F,-8.43,Included (True Spend),,Other/Uncategorized,Personal,General PayPal Debit Card Transaction,Completed
03/11/2025,GRAND GOURMET DELI COR,-8.84,Included (True Spend),,Grocery/Daily,Personal,General Authorization,Completed
03/11/2025,GRAND GOURMET DELI COR,-8.84,Included (True Spend),,Grocery/Daily,Personal,General PayPal Debit Card Transaction,Completed
03/11/2025,PayPal,-50.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/11/2025,APPLE CASH BALANCE ADD,-50.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/11/2025,Aizihaer Tuerxuntuoheti,-51.75,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
03/11/2025,PayPal,-100.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/11/2025,APPLE CASH BALANCE ADD,-90.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/11/2025,APPLE CASH BALANCE ADD,-100.0,Included (True Spend),,Tech & Subs,Personal,General PayPal Debit Card Transaction,Completed
03/11/2025,APPLE CASH BALANCE ADD,-100.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/11/2025,THE BEST OF NEW YORK F,-8.43,Included (True Spend),,Other/Uncategorized,Personal,General Authorization,Completed
03/11/2025,PayPal,-220.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/11/2025,APPLE CASH BALANCE ADD,-220.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/11/2025,Aizihaer Tuerxuntuoheti,-103.28,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
03/11/2025,PayPal Inc.,-2.12,Included (True Spend),,Financial Services,Personal,Other,Completed
03/11/2025,FEDEX OFFICE #980,-5.0,Excluded,Non-Finalized (Status: Reversed),Excluded,Personal,Void of Authorization,Reversed
03/11/2025,Aizihaer Tuerxuntuoheti,50.0,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
03/11/2025,APPLE CASH INST XFER,226.55,Excluded,Money In / Refund,Excluded,Personal,General PayPal Debit Card Transaction,Completed
03/11/2025,PayPal,-1.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/11/2025,Aizihaer Tuerxuntuoheti,100.08,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
03/11/2025,PayPal,100.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/11/2025,,51.75,Excluded,Money In / Refund,Excluded,Business/Main,General Card Deposit,Completed
03/11/2025,,103.28,Excluded,Money In / Refund,Excluded,Business/Main,General Card Deposit,Completed
03/11/2025,PayPal,8.84,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/11/2025,PayPal,8.43,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/11/2025,PayPal,2.12,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/11/2025,PayPal,0.03,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/11/2025,PayPal Inc.,-0.03,Included (True Spend),,Financial Services,Personal,Other,Completed
03/11/2025,RESIDENCE INN NEW YO,-1.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/10/2025,PAI ISO,-26.0,Included (True Spend),,Other/Uncategorized,Personal,PayPal Debit Card Withdrawal to ATM,Completed
03/10/2025,Aizihaer Tuerxuntuoheti,-103.2,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
03/10/2025,CITY CLUB HOTEL,-200.0,Excluded,Non-Finalized (Status: Reversed),Excluded,Personal,Void of Authorization,Reversed
03/10/2025,APPLE CASH BALANCE ADD,-100.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/10/2025,PayPal,-100.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/10/2025,PayPal Inc.,-85.24,Included (True Spend),,Financial Services,Personal,Other,Completed
03/10/2025,APPLE CASH BALANCE ADD,-30.0,Included (True Spend),,Tech & Subs,Personal,General PayPal Debit Card Transaction,Completed
03/10/2025,APPLE CASH BALANCE ADD,-30.0,Included (True Spend),,Tech & Subs,Personal,General Authorization,Completed
03/10/2025,APPLE CASH SENT MONEY,-30.0,Included (True Spend),,Tech & Subs,Personal,General PayPal Debit Card Transaction,Completed
03/10/2025,APPLE CASH SENT MONEY,-30.0,Included (True Spend),,Tech & Subs,Personal,General Authorization,Completed
03/10/2025,Aizihaer Tuerxuntuoheti,100.0,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
03/10/2025,MCDONALD'S F14780,-5.75,Included (True Spend),,Fast Food,Personal,General PayPal Debit Card Transaction,Completed
03/10/2025,PayPal,5.75,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/10/2025,APPLE CASH INST XFER,9.75,Excluded,Money In / Refund,Excluded,Personal,General PayPal Debit Card Transaction,Completed
03/10/2025,APPLE CASH INST XFER,24.62,Excluded,Money In / Refund,Excluded,Personal,General PayPal Debit Card Transaction,Completed
03/10/2025,PayPal,30.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/10/2025,PayPal,85.24,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/10/2025,,103.2,Excluded,Money In / Refund,Excluded,Business/Main,General Card Deposit,Completed
03/10/2025,MCDONALD'S F14780,-5.75,Included (True Spend),,Fast Food,Personal,General Authorization,Completed
03/09/2025,FEDEX OFFICE 2937,-11.1,Included (True Spend),,Services/Laundry,Personal,General Authorization,Completed
03/09/2025,APPLE CASH SENT MONEY,-16.31,Included (True Spend),,Tech & Subs,Personal,General Authorization,Completed
03/09/2025,APPLE CASH BALANCE ADD,-15.0,Included (True Spend),,Tech & Subs,Personal,General PayPal Debit Card Transaction,Completed
03/09/2025,APPLE CASH BALANCE ADD,-15.0,Included (True Spend),,Tech & Subs,Personal,General Authorization,Completed
03/09/2025,FEDEX OFFICE 2937,-11.1,Included (True Spend),,Services/Laundry,Personal,General PayPal Debit Card Transaction,Completed
03/09/2025,THE BEST OF NEW YORK F,-8.43,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/09/2025,APPLE CASH BALANCE ADD,-10.0,Included (True Spend),,Tech & Subs,Personal,General PayPal Debit Card Transaction,Completed
03/09/2025,APPLE CASH BALANCE ADD,-10.0,Included (True Spend),,Tech & Subs,Personal,General Authorization,Completed
03/09/2025,PayPal,-8.43,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/09/2025,PAI ISO,-26.0,Included (True Spend),,Other/Uncategorized,Personal,PayPal Debit Card Withdrawal to ATM,Completed
03/09/2025,PRET A MANGER US0015,-7.34,Included (True Spend),,Other/Uncategorized,Personal,General Authorization,Completed
03/09/2025,APPLE CASH SENT MONEY,-16.31,Included (True Spend),,Tech & Subs,Personal,General PayPal Debit Card Transaction,Completed
03/09/2025,,-50.0,Included (True Spend),,Other/Uncategorized,Personal,General Card Withdrawal,Completed
03/09/2025,PayPal,-30.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/09/2025,APPLE CASH SENT MONEY,-30.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/09/2025,APPLE CASH BALANCE ADD,-30.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/09/2025,DM 561,-6.19,Included (True Spend),,Grocery/Daily,Personal,General Authorization,Completed
03/09/2025,Aizihaer Tuerxuntuoheti,-51.75,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
03/09/2025,cleverbridge Inc.,-65.31,Included (True Spend),,Other/Uncategorized,Personal,PreApproved Payment Bill User Payment,Completed
03/09/2025,,-100.0,Included (True Spend),,Other/Uncategorized,Personal,General Card Withdrawal,Completed
03/09/2025,Aizihaer Tuerxuntuoheti,-103.2,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
03/09/2025,Aizihaer Tuerxuntuoheti,-108.35,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
03/09/2025,,-169.36,Included (True Spend),,Other/Uncategorized,Personal,General Card Withdrawal,Completed
03/09/2025,,-372.89,Included (True Spend),,Other/Uncategorized,Personal,General Card Withdrawal,Completed
03/09/2025,DM 561,-6.19,Included (True Spend),,Grocery/Daily,Personal,General PayPal Debit Card Transaction,Completed
03/09/2025,PRET A MANGER US0015,-7.34,Included (True Spend),,Other/Uncategorized,Personal,General PayPal Debit Card Transaction,Completed
03/09/2025,MCDONALD'S F3375,-5.86,Included (True Spend),,Fast Food,Personal,General PayPal Debit Card Transaction,Completed
03/09/2025,PayPal,15.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/09/2025,APPLE CASH INST XFER,211.32,Excluded,Money In / Refund,Excluded,Personal,General PayPal Debit Card Transaction,Completed
03/09/2025,,154.65,Excluded,Non-Finalized (Status: Denied),Excluded,Business/Main,General Card Deposit,Denied
03/09/2025,,108.35,Excluded,Money In / Refund,Excluded,Business/Main,General Card Deposit,Completed
03/09/2025,Aizihaer Tuerxuntuoheti,105.0,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
03/09/2025,,103.2,Excluded,Money In / Refund,Excluded,Business/Main,General Card Deposit,Completed
03/09/2025,MCDONALD'S F3375,-5.86,Included (True Spend),,Fast Food,Personal,General Authorization,Completed
03/09/2025,,65.31,Excluded,Non-Finalized (Status: Denied),Excluded,Personal,General Card Deposit,Denied
03/09/2025,,51.75,Excluded,Money In / Refund,Excluded,Business/Main,General Card Deposit,Completed
03/09/2025,Aizihaer Tuerxuntuoheti,50.0,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
03/09/2025,APPLE CASH INST XFER,34.48,Excluded,Money In / Refund,Excluded,Personal,General PayPal Debit Card Transaction,Completed
03/09/2025,PayPal,16.31,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/09/2025,Aizihaer Tuerxuntuoheti,100.0,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
03/09/2025,PayPal,11.1,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/09/2025,FEDEX OFFICE 2937,-2.4,Included (True Spend),,Services/Laundry,Personal,General PayPal Debit Card Transaction,Completed
03/09/2025,PayPal,10.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/09/2025,MCDONALD'S F14780,-5.75,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/09/2025,PayPal,-2.6,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/09/2025,PayPal,-5.75,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/09/2025,PayPal,5.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/09/2025,PayPal,5.86,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/09/2025,PayPal,6.19,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/09/2025,PayPal,7.34,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/08/2025,FEDEX OFFICE #268,-10.88,Included (True Spend),,Services/Laundry,Personal,General PayPal Debit Card Transaction,Completed
03/08/2025,DM 561,-8.25,Included (True Spend),,Grocery/Daily,Personal,General PayPal Debit Card Transaction,Completed
03/08/2025,PayPal,-8.84,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/08/2025,GRAND GOURMET DELI COR,-8.84,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/08/2025,PayPal,-10.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/08/2025,APPLE CASH BALANCE ADD,-10.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/08/2025,FEDEX OFFICE #268,-10.88,Included (True Spend),,Services/Laundry,Personal,General Authorization,Completed
03/08/2025,PayPal,-16.31,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/08/2025,PayPal,-11.1,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/08/2025,FEDEX OFFICE 2937,-11.1,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/08/2025,PayPal,-15.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/08/2025,APPLE CASH BALANCE ADD,-15.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/08/2025,APPLE CASH SENT MONEY,-16.31,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/08/2025,DM 561,-6.19,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/08/2025,DM 561,-8.25,Included (True Spend),,Grocery/Daily,Personal,General Authorization,Completed
03/08/2025,PayPal,10.88,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/08/2025,PayPal,-6.19,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/08/2025,GRAND GOURMET DELI COR,-3.12,Included (True Spend),,Grocery/Daily,Personal,General PayPal Debit Card Transaction,Completed
03/08/2025,MCDONALD'S F3375,-5.86,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/08/2025,PayPal,8.25,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/08/2025,PayPal,3.12,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/08/2025,PayPal,-1.78,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/08/2025,GRAND GOURMET DELI COR,-3.12,Included (True Spend),,Grocery/Daily,Personal,General Authorization,Completed
03/08/2025,PayPal,5.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/08/2025,FEDEX OFFICE #268,-3.22,Included (True Spend),,Services/Laundry,Personal,General PayPal Debit Card Transaction,Completed
03/08/2025,PayPal Inc.,-5.0,Included (True Spend),,Financial Services,Personal,Other,Completed
03/08/2025,PayPal,-5.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/08/2025,FEDEX OFFICE 2937,-5.0,Excluded,Non-Finalized (Status: Reversed),Excluded,Personal,Void of Authorization,Reversed
03/08/2025,FEDEX OFFICE 2937,-5.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/08/2025,PayPal,-5.86,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/07/2025,THE PIE GUY PIZZA,-7.82,Included (True Spend),,Dining/Restaurants,Personal,General Authorization,Completed
03/07/2025,FEDEX OFFICE #268,-10.88,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/07/2025,PayPal,-10.88,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/07/2025,APPLE CASH BALANCE ADD,-10.0,Included (True Spend),,Tech & Subs,Personal,General PayPal Debit Card Transaction,Completed
03/07/2025,APPLE CASH BALANCE ADD,-10.0,Included (True Spend),,Tech & Subs,Personal,General Authorization,Completed
03/07/2025,GRAND GOURMET DELI COR,-9.36,Included (True Spend),,Grocery/Daily,Personal,General PayPal Debit Card Transaction,Completed
03/07/2025,GRAND GOURMET DELI COR,-9.36,Included (True Spend),,Grocery/Daily,Personal,General Authorization,Completed
03/07/2025,DM 561,-8.25,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/07/2025,PayPal,-8.25,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/07/2025,THE PIE GUY PIZZA,-7.82,Included (True Spend),,Dining/Restaurants,Personal,General PayPal Debit Card Transaction,Completed
03/07/2025,FEDEX OFFICE #268,-5.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/07/2025,PRET A MANGER US0015,-7.34,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/07/2025,PayPal,-5.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/07/2025,GRAND GOURMET DELI COR,-3.12,Included (True Spend),,Grocery/Daily,Personal,General PayPal Debit Card Transaction,Completed
03/07/2025,GRAND GOURMET DELI COR,-3.12,Included (True Spend),,Grocery/Daily,Personal,General Authorization,Completed
03/07/2025,PayPal,3.12,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/07/2025,PayPal,7.82,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/07/2025,PayPal,9.36,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/07/2025,PayPal,10.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/07/2025,PayPal,-7.34,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/06/2025,APPLE CASH BALANCE ADD,-10.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/06/2025,PayPal,-7.82,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/06/2025,PayPal,-9.36,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/06/2025,GRAND GOURMET DELI COR,-9.36,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/06/2025,PayPal,-10.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/06/2025,Aizihaer Tuerxuntuoheti,-103.2,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
03/06/2025,UBER   *TRIP,-33.68,Included (True Spend),,Transportation,Personal,ReAuthorization,Completed
03/06/2025,UBER   *TRIP,-33.68,Included (True Spend),,Transportation,Personal,General PayPal Debit Card Transaction,Completed
03/06/2025,Aizihaer Tuerxuntuoheti,-46.61,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
03/06/2025,Aizihaer Tuerxuntuoheti,-5.45,Included (True Spend),,TRANSFER_TO_REVIEW,Business/Main,General Payment,Completed
03/06/2025,THE PIE GUY PIZZA,-7.82,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/06/2025,UBR* PENDING.UBER.COM,-30.89,Included (True Spend),,Transportation,Personal,General Authorization,Completed
03/06/2025,GRAND GOURMET DELI COR,-3.12,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/06/2025,PayPal,-3.12,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/06/2025,Aizihaer Tuerxuntuoheti,100.0,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
03/06/2025,,46.61,Excluded,Money In / Refund,Excluded,Business/Main,General Card Deposit,Completed
03/06/2025,Aizihaer Tuerxuntuoheti,45.0,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
03/06/2025,,103.2,Excluded,Money In / Refund,Excluded,Business/Main,General Card Deposit,Completed
03/06/2025,PayPal,33.68,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/06/2025,,10.59,Excluded,Non-Finalized (Status: Denied),Excluded,Business/Main,General Card Deposit,Denied
03/06/2025,,5.45,Excluded,Money In / Refund,Excluded,Business/Main,General Card Deposit,Completed
03/06/2025,Aizihaer Tuerxuntuoheti,5.0,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
03/05/2025,UBER   *TRIP,-54.68,Included (True Spend),,Transportation,Personal,General PayPal Debit Card Transaction,Completed
03/05/2025,MCDONALD'S F7552,-7.6,Included (True Spend),,Fast Food,Personal,General Authorization,Completed
03/05/2025,MCDONALD'S F7552,-7.6,Included (True Spend),,Fast Food,Personal,General PayPal Debit Card Transaction,Completed
03/05/2025,Aizihaer Tuerxuntuoheti,-10.0,Included (True Spend),,TRANSFER_TO_REVIEW,Personal,General Payment,Completed
03/05/2025,PayPal,-12.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/05/2025,CLEO AI,-12.0,Included (True Spend),,Financial Services,Personal,General PayPal Debit Card Transaction,Completed
03/05/2025,CLEO AI,-12.0,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/05/2025,UBER   *TRIP,-33.68,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,ReAuthorization,Pending
03/05/2025,PayPal,-33.68,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/05/2025,APPLE CASH BALANCE ADD,-51.0,Included (True Spend),,Tech & Subs,Personal,General PayPal Debit Card Transaction,Completed
03/05/2025,UBR* PENDING.UBER.COM,-60.49,Included (True Spend),,Transportation,Personal,General Authorization,Completed
03/05/2025,UBER   *TRIP,-54.68,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,ReAuthorization,Pending
03/05/2025,PayPal,-54.68,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/05/2025,CLEO AI,-60.0,Included (True Spend),,Financial Services,Personal,General Authorization,Completed
03/05/2025,CLEO AI,-60.0,Included (True Spend),,Financial Services,Personal,General PayPal Debit Card Transaction,Completed
03/05/2025,DM 561,-5.66,Included (True Spend),,Grocery/Daily,Personal,General Authorization,Completed
03/05/2025,CLEO AI,-212.25,Included (True Spend),,Financial Services,Personal,General Authorization,Completed
03/05/2025,CLEO AI,-212.25,Included (True Spend),,Financial Services,Personal,General PayPal Debit Card Transaction,Completed
03/05/2025,APPLE CASH BALANCE ADD,-250.0,Included (True Spend),,Tech & Subs,Personal,General Authorization,Completed
03/05/2025,APPLE CASH BALANCE ADD,-250.0,Included (True Spend),,Tech & Subs,Personal,General PayPal Debit Card Transaction,Completed
03/05/2025,DM 561,-5.66,Included (True Spend),,Grocery/Daily,Personal,General PayPal Debit Card Transaction,Completed
03/05/2025,APPLE CASH BALANCE ADD,-51.0,Included (True Spend),,Tech & Subs,Personal,General Authorization,Completed
03/05/2025,DM 561,-5.65,Included (True Spend),,Grocery/Daily,Personal,General PayPal Debit Card Transaction,Completed
03/05/2025,Aizihaer Tuerxuntuoheti,10.0,Excluded,Money In / Refund,Excluded,Personal,General Payment,Completed
03/05/2025,DM 561,-5.65,Included (True Spend),,Grocery/Daily,Personal,General Authorization,Completed
03/05/2025,PayPal,250.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/05/2025,PayPal,212.25,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/05/2025,PayPal,60.49,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/05/2025,PayPal,54.68,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/05/2025,PayPal,51.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/05/2025,PayPal,30.89,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/05/2025,PayPal,12.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/05/2025,,10.59,Excluded,Non-Finalized (Status: Denied),Excluded,Business/Main,General Card Deposit,Denied
03/05/2025,PayPal,60.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/05/2025,PayPal,7.6,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/05/2025,PayPal,5.66,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/05/2025,PayPal,5.65,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/05/2025,PayPal,5.0,Excluded,Money In / Refund,Excluded,Personal,Reversal of General Account Hold,Completed
03/05/2025,PayPal,-0.03,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/05/2025,PayPal,-2.12,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,Account Hold for Open Authorization,Pending
03/05/2025,FEDEX OFFICE #980,-2.88,Included (True Spend),,Services/Laundry,Personal,General PayPal Debit Card Transaction,Completed
03/05/2025,FEDEX OFFICE #980,-4.97,Included (True Spend),,Services/Laundry,Personal,General PayPal Debit Card Transaction,Completed
03/04/2025,UBR* PENDING.UBER.COM,-35.92,Included (True Spend),,Transportation,Personal,General Authorization,Completed
03/04/2025,PayPal Inc.,-47.83,Included (True Spend),,Financial Services,Personal,Other,Completed
03/04/2025,UBR* PENDING.UBER.COM,-47.83,Excluded,Non-Finalized (Status: Pending),Excluded,Personal,General Authorization,Pending
03/04/2025,UBR* PENDING.UBER.COM,-47.83,Excluded,Non-Finalized (Status: Reversed),Excluded,Personal,Void of Authorization,Reversed
03/04/2025,UBER   *TRIP,-39.27,Included (True Spend),,Transportation,Personal,General PayPal Debit Card Transaction,Completed
